airline,arrival,class,currency,departure,points,program,tax,type,unit
CX,MNL,Business,JPY,NRT,61200,QFF,24520.0,Classic Reward,Points
CX,BLR,Economy,GBP,LHR,61500,QFF,295.49,Classic Reward,Points
CX,HND,Economy,USD,SFO,61500,QFF,188.6,Classic Reward,Points
CX,LHR,Economy,INR,BOM,61500,QFF,19639.0,Classic Reward,Points
CX,LAX,Economy,JPY,NRT,61500,QFF,47270.0,Classic Reward,Points
CX,CMB,Economy,GBP,LHR,61500,QFF,295.79,Classic Reward,Points
CX,LHR,Economy,INR,BLR,61500,QFF,20348.0,Classic Reward,Points
CX,NRT,Economy,USD,SFO,61500,QFF,188.6,Classic Reward,Points
CX,LHR,Economy,AUD,PER,66200,QFF,481.09,Classic Reward,Points
CX,SYD,Economy,GBP,LHR,66200,QFF,364.99,Classic Reward,Points
CX,MEL,Economy,EUR,CDG,66200,QFF,313.53,Classic Reward,Points
CX,FRA,Economy,AUD,SYD,66200,QFF,485.78,Classic Reward,Points
CX,SYD,Economy,CAD,YVR,66200,QFF,437.96,Classic Reward,Points
CX,HND,Economy,USD,BOS,66200,QFF,188.6,Classic Reward,Points
CX,CDG,Economy,AUD,SYD,66200,QFF,485.58,Classic Reward,Points
CX,CDG,Economy,AUD,MEL,66200,QFF,479.5,Classic Reward,Points
CX,LHR,Economy,AUD,MEL,66200,QFF,479.3,Classic Reward,Points
CX,NRT,Economy,USD,JFK,66200,QFF,188.6,Classic Reward,Points
CX,NRT,Economy,USD,BOS,66200,QFF,188.6,Classic Reward,Points
CX,SYD,Economy,EUR,CDG,66200,QFF,319.91,Classic Reward,Points
CX,MEL,Economy,USD,LAX,66200,QFF,306.0,Classic Reward,Points
CX,ZRH,Premium Economy,HKD,HKG,70800,QFF,1258.0,Classic Reward,Points
CX,PER,Premium Economy,SGD,SIN,70800,QFF,309.1,Classic Reward,Points
CX,HKG,Premium Economy,NZD,AKL,70800,QFF,239.51,Classic Reward,Points
CX,FRA,Premium Economy,HKD,HKG,70800,QFF,1258.0,Classic Reward,Points
CX,HKG,Premium Economy,CHF,ZRH,70800,QFF,135.8,Classic Reward,Points
CX,HKG,Premium Economy,EUR,FRA,70800,QFF,215.97,Classic Reward,Points
CX,BKK,Premium Economy,AUD,SYD,70800,QFF,333.58,Classic Reward,Points
CX,TPE,Premium Economy,AUD,MEL,70800,QFF,325.1,Classic Reward,Points
CX,HKG,Premium Economy,EUR,AMS,70800,QFF,178.34,Classic Reward,Points
CX,SYD,Premium Economy,THB,BKK,70800,QFF,7475.0,Classic Reward,Points
CX,SYD,Premium Economy,TWD,TPE,70800,QFF,6517.0,Classic Reward,Points
CX,AMS,Premium Economy,HKD,HKG,70800,QFF,1258.0,Classic Reward,Points
CX,SIN,Premium Economy,AUD,PER,70800,QFF,326.99,Classic Reward,Points
CX,TPE,Premium Economy,AUD,BNE,70800,QFF,334.51,Classic Reward,Points
CX,CGK,Business,MYR,KUL,75000,QFF,501.0,Classic Reward,Points
CX,NRT,Business,IDR,CGK,75000,QFF,1519800.0,Classic Reward,Points
CX,HKG,Business,AUD,MEL,75000,QFF,261.6,Classic Reward,Points
CX,CGK,Business,JPY,NRT,75000,QFF,24520.0,Classic Reward,Points
CX,CMB,Business,IDR,CGK,75000,QFF,2024000.0,Classic Reward,Points
CX,CGK,Business,JPY,HND,75000,QFF,24560.0,Classic Reward,Points
CX,HND,Business,IDR,CGK,75000,QFF,1519800.0,Classic Reward,Points
CX,HKG,Business,AUD,SYD,75000,QFF,267.88,Classic Reward,Points
CX,CMB,Business,MYR,KUL,75000,QFF,751.0,Classic Reward,Points
CX,HKG,Business,AUD,BNE,75000,QFF,270.91,Classic Reward,Points
CX,KUL,Business,IDR,CGK,75000,QFF,1519800.0,Classic Reward,Points
CX,ICN,Premium Economy,AUD,SYD,81800,QFF,331.38,Classic Reward,Points
CX,MAD,Premium Economy,HKD,HKG,81800,QFF,1258.0,Classic Reward,Points
CX,HND,Premium Economy,AUD,SYD,81800,QFF,331.48,Classic Reward,Points
CX,NRT,Premium Economy,AUD,BNE,81800,QFF,334.51,Classic Reward,Points
CX,AMS,Premium Economy,TWD,TPE,81800,QFF,5864.0,Classic Reward,Points
CX,CDG,Premium Economy,HKD,HKG,81800,QFF,1258.0,Classic Reward,Points
CX,HKG,Premium Economy,EUR,MXP,81800,QFF,135.46,Classic Reward,Points
CX,HND,Premium Economy,AUD,BNE,81800,QFF,334.51,Classic Reward,Points
CX,TPE,Premium Economy,EUR,AMS,81800,QFF,211.55,Classic Reward,Points
CX,SYD,Premium Economy,SGD,SIN,81800,QFF,319.6,Classic Reward,Points
CX,TPE,Premium Economy,GBP,LHR,81800,QFF,375.19,Classic Reward,Points
CX,HND,Premium Economy,AUD,MEL,81800,QFF,325.2,Classic Reward,Points
CX,HKG,Premium Economy,EUR,MAD,81800,QFF,132.16,Classic Reward,Points
CX,HKG,Premium Economy,GBP,MAN,81800,QFF,313.78,Classic Reward,Points
CX,MXP,Premium Economy,HKD,HKG,81800,QFF,1258.0,Classic Reward,Points
CX,NRT,Premium Economy,AUD,SYD,81800,QFF,331.48,Classic Reward,Points
CX,SIN,Premium Economy,AUD,BNE,81800,QFF,334.41,Classic Reward,Points
CX,SIN,Premium Economy,AUD,SYD,81800,QFF,330.68,Classic Reward,Points
CX,HKG,Premium Economy,GBP,LHR,81800,QFF,341.89,Classic Reward,Points
CX,LHR,Premium Economy,TWD,TPE,81800,QFF,5857.0,Classic Reward,Points
CX,LHR,Premium Economy,HKD,HKG,81800,QFF,1258.0,Classic Reward,Points
CX,HKG,Premium Economy,EUR,CDG,81800,QFF,167.31,Classic Reward,Points
CX,TPE,Premium Economy,EUR,FRA,81800,QFF,254.82,Classic Reward,Points
CX,NRT,Premium Economy,AUD,MEL,81800,QFF,325.2,Classic Reward,Points
CX,SIN,Premium Economy,AUD,MEL,81800,QFF,325.2,Classic Reward,Points
CX,MEL,Premium Economy,INR,DEL,81800,QFF,21033.0,Classic Reward,Points
CX,DEL,Premium Economy,AUD,MEL,81800,QFF,386.9,Classic Reward,Points
CX,PER,Business,SGD,SIN,90000,QFF,315.6,Classic Reward,Points
CX,FRA,Business,HKD,HKG,90000,QFF,1278.0,Classic Reward,Points
CX,HKG,Business,EUR,AMS,90000,QFF,172.73,Classic Reward,Points
CX,SIN,Business,AUD,PER,90000,QFF,344.19,Classic Reward,Points
CX,BKK,Business,AUD,SYD,90000,QFF,350.78,Classic Reward,Points
CX,MNL,Business,AUD,SYD,90000,QFF,348.58,Classic Reward,Points
CX,AMS,Business,HKD,HKG,90000,QFF,1278.0,Classic Reward,Points
CX,HKG,Business,EUR,FRA,90000,QFF,215.9,Classic Reward,Points
CX,SYD,Business,THB,BKK,90000,QFF,7590.0,Classic Reward,Points
CX,SYD,Business,TWD,TPE,90000,QFF,6572.0,Classic Reward,Points
CX,HKG,Business,CHF,ZRH,90000,QFF,135.6,Classic Reward,Points
CX,HKG,Business,NZD,AKL,90000,QFF,239.51,Classic Reward,Points
CX,KUL,Business,AUD,PER,90000,QFF,344.19,Classic Reward,Points
CX,TPE,Business,AUD,MEL,90000,QFF,342.3,Classic Reward,Points
CX,MEL,Business,TWD,TPE,90000,QFF,6382.0,Classic Reward,Points
CX,HND,Premium Economy,EUR,CDG,93500,QFF,206.13,Classic Reward,Points
CX,NRT,Premium Economy,EUR,FRA,93500,QFF,254.83,Classic Reward,Points
CX,LHR,Premium Economy,INR,DEL,93500,QFF,19920.0,Classic Reward,Points
CX,NRT,Premium Economy,GBP,LHR,93500,QFF,375.19,Classic Reward,Points
CX,HND,Premium Economy,EUR,MAD,93500,QFF,170.7,Classic Reward,Points
CX,HND,Premium Economy,CAD,YVR,93500,QFF,270.06,Classic Reward,Points
CX,NRT,Premium Economy,EUR,CDG,93500,QFF,206.13,Classic Reward,Points
CX,BLR,Premium Economy,AUD,SYD,93500,QFF,393.38,Classic Reward,Points
CX,DXB,Premium Economy,AUD,PER,93500,QFF,483.19,Classic Reward,Points
CX,HND,Premium Economy,EUR,FRA,93500,QFF,254.74,Classic Reward,Points
CX,HND,Premium Economy,GBP,LHR,93500,QFF,375.79,Classic Reward,Points
CX,CDG,Premium Economy,JPY,HND,93500,QFF,41560.0,Classic Reward,Points
CX,NRT,Premium Economy,EUR,MAD,93500,QFF,171.09,Classic Reward,Points
CX,SIN,Premium Economy,GBP,LHR,93500,QFF,375.19,Classic Reward,Points
CX,LHR,Business,HKD,HKG,104500,QFF,1278.0,Classic Reward,Points
CX,PVG,Business,GBP,LHR,104500,QFF,371.69,Classic Reward,Points
CX,HND,Business,AUD,SYD,104500,QFF,348.68,Classic Reward,Points
CX,DEL,Business,AUD,MEL,104500,QFF,390.7,Classic Reward,Points
CX,KUL,Business,AUD,SYD,104500,QFF,348.58,Classic Reward,Points
CX,HKG,Business,EUR,CDG,104500,QFF,222.94,Classic Reward,Points
CX,HKG,Business,EUR,MAD,104500,QFF,132.16,Classic Reward,Points
CX,TPE,Business,GBP,LHR,104500,QFF,384.29,Classic Reward,Points
CX,DPS,Business,AUD,SYD,104500,QFF,347.78,Classic Reward,Points
CX,CGK,Business,AUD,MEL,104500,QFF,342.4,Classic Reward,Points
CX,HKG,Business,GBP,LHR,104500,QFF,341.89,Classic Reward,Points
CX,HND,Business,AUD,MEL,104500,QFF,342.3,Classic Reward,Points
CX,HKG,Business,EUR,MXP,104500,QFF,135.46,Classic Reward,Points
CX,SYD,Business,KRW,ICN,104500,QFF,286700.0,Classic Reward,Points
CX,DPS,Business,AUD,MEL,104500,QFF,342.4,Classic Reward,Points
CX,SYD,Business,SGD,SIN,104500,QFF,326.0,Classic Reward,Points
CX,HND,Business,AUD,BNE,104500,QFF,351.61,Classic Reward,Points
CX,LHR,Business,CNY,PVG,104500,QFF,1281.0,Classic Reward,Points
CX,AMS,Business,TWD,TPE,104500,QFF,5936.0,Classic Reward,Points
CX,SIN,Business,AUD,MEL,104500,QFF,342.4,Classic Reward,Points
CX,SIN,Business,AUD,BNE,104500,QFF,351.71,Classic Reward,Points
CX,CGK,Business,AUD,SYD,104500,QFF,348.58,Classic Reward,Points
CX,MAD,Business,HKD,HKG,104500,QFF,1278.0,Classic Reward,Points
CX,TPE,Business,EUR,AMS,104500,QFF,222.07,Classic Reward,Points
CX,HKG,Business,GBP,MAN,104500,QFF,313.78,Classic Reward,Points
CX,BLR,Premium Economy,GBP,LHR,109000,QFF,398.79,Classic Reward,Points
CX,LHR,Premium Economy,INR,BOM,109000,QFF,20696.0,Classic Reward,Points
CX,LHR,Premium Economy,INR,BLR,109000,QFF,21379.0,Classic Reward,Points
CX,LHR,Business,SGD,SIN,119200,QFF,295.0,Classic Reward,Points
CX,BLR,Business,AUD,SYD,119200,QFF,397.18,Classic Reward,Points
CX,CMB,Business,AUD,MEL,119200,QFF,390.9,Classic Reward,Points
CX,CDG,Business,JPY,NRT,119200,QFF,41900.0,Classic Reward,Points
CX,LHR,Business,INR,DEL,119200,QFF,20077.0,Classic Reward,Points
CX,KUL,Business,GBP,LHR,119200,QFF,384.89,Classic Reward,Points
CX,NRT,Business,EUR,MAD,119200,QFF,181.19,Classic Reward,Points
CX,SIN,Business,GBP,LHR,119200,QFF,384.29,Classic Reward,Points
CX,LHR,Business,MYR,KUL,119200,QFF,1038.0,Classic Reward,Points
CX,CDG,Premium Economy,AUD,SYD,124800,QFF,485.58,Classic Reward,Points
CX,LHR,Premium Economy,AUD,SYD,124800,QFF,485.78,Classic Reward,Points
CX,CDG,Premium Economy,AUD,MEL,124800,QFF,479.5,Classic Reward,Points
CX,LHR,Premium Economy,AUD,PER,124800,QFF,481.09,Classic Reward,Points
CX,MEL,Premium Economy,EUR,CDG,124800,QFF,313.53,Classic Reward,Points
CX,JFK,Premium Economy,AUD,SYD,124800,QFF,545.18,Classic Reward,Points
CX,SYD,Premium Economy,CAD,YVR,124800,QFF,437.96,Classic Reward,Points
CX,FRA,Premium Economy,AUD,SYD,124800,QFF,485.78,Classic Reward,Points
CX,LHR,Business,INR,BLR,139200,QFF,21576.0,Classic Reward,Points
CX,LHR,Business,INR,BOM,139200,QFF,20869.0,Classic Reward,Points
CX,BLR,Business,GBP,LHR,139200,QFF,400.79,Classic Reward,Points
CX,CDG,Business,AUD,MEL,159000,QFF,483.3,Classic Reward,Points
CX,LHR,Business,AUD,SYD,159000,QFF,489.58,Classic Reward,Points
CX,LHR,Business,AUD,PER,159000,QFF,484.89,Classic Reward,Points
CX,LHR,Business,AUD,MEL,159000,QFF,483.1,Classic Reward,Points
CX,CDG,Business,AUD,SYD,159000,QFF,489.58,Classic Reward,Points
EK,DEL,Economy,GBP,LGW,30200,QFF,217.77,Classic Reward,Points
EK,BOM,Economy,GBP,LHR,30200,QFF,245.39,Classic Reward,Points
EK,BOM,Economy,GBP,LGW,30200,QFF,216.77,Classic Reward,Points
EK,DEL,Economy,GBP,LHR,30200,QFF,246.09,Classic Reward,Points
EK,SIN,Economy,AUD,MEL,30200,QFF,322.74,Classic Reward,Points
EK,DXB,Economy,AUD,PER,37800,QFF,314.11,Classic Reward,Points
EK,STN,Economy,INR,MAA,37800,QFF,13785.0,Classic Reward,Points
EK,MAA,Economy,GBP,LHR,37800,QFF,246.09,Classic Reward,Points
EK,MAA,Economy,GBP,STN,37800,QFF,213.66,Classic Reward,Points
EK,CMB,Economy,EUR,FRA,37800,QFF,234.81,Classic Reward,Points
EK,BLR,Economy,GBP,STN,37800,QFF,213.66,Classic Reward,Points
EK,LGW,Economy,INR,HYD,37800,QFF,14884.0,Classic Reward,Points
EK,BLR,Economy,GBP,LHR,37800,QFF,244.89,Classic Reward,Points
EK,MAA,Economy,GBP,LGW,37800,QFF,217.77,Classic Reward,Points
EK,BLR,Economy,GBP,LGW,37800,QFF,217.57,Classic Reward,Points
EK,STN,Economy,INR,BLR,37800,QFF,15014.0,Classic Reward,Points
EK,HYD,Economy,GBP,STN,37800,QFF,213.66,Classic Reward,Points
EK,HYD,Economy,GBP,LHR,37800,QFF,245.09,Classic Reward,Points
EK,CMB,Economy,EUR,CDG,37800,QFF,187.32,Classic Reward,Points
EK,STN,Economy,INR,HYD,37800,QFF,14857.0,Classic Reward,Points
EK,LGW,Economy,INR,MAA,37800,QFF,13785.0,Classic Reward,Points
EK,HYD,Economy,GBP,LGW,37800,QFF,217.77,Classic Reward,Points
EK,KUL,Economy,GBP,LGW,45000,QFF,255.57,Classic Reward,Points
EK,AMS,Economy,HKD,HKG,45000,QFF,1758.0,Classic Reward,Points
EK,LHR,Economy,MYR,KUL,45000,QFF,941.0,Classic Reward,Points
EK,CMB,Economy,IDR,CGK,45000,QFF,2691900.0,Classic Reward,Points
EK,CDG,Economy,HKD,HKG,45000,QFF,1758.0,Classic Reward,Points
EK,HKG,Economy,EUR,MXP,45000,QFF,193.49,Classic Reward,Points
EK,STN,Economy,MYR,KUL,45000,QFF,940.0,Classic Reward,Points
EK,VIE,Economy,TWD,TPE,45000,QFF,6156.0,Classic Reward,Points
EK,HKG,Economy,CHF,ZRH,45000,QFF,190.1,Classic Reward,Points
EK,MXP,Economy,HKD,HKG,45000,QFF,1757.0,Classic Reward,Points
EK,LGW,Economy,MYR,KUL,45000,QFF,941.0,Classic Reward,Points
EK,HKG,Economy,EUR,FRA,45000,QFF,274.11,Classic Reward,Points
EK,HKG,Economy,EUR,CDG,45000,QFF,226.62,Classic Reward,Points
EK,FRA,Economy,HKD,HKG,45000,QFF,1758.0,Classic Reward,Points
EK,KUL,Economy,GBP,LHR,45000,QFF,282.89,Classic Reward,Points
EK,ZRH,Economy,HKD,HKG,45000,QFF,1770.0,Classic Reward,Points
EK,TPE,Economy,EUR,VIE,45000,QFF,210.51,Classic Reward,Points
EK,FCO,Economy,TWD,TPE,45000,QFF,6156.0,Classic Reward,Points
EK,KUL,Economy,GBP,STN,45000,QFF,251.46,Classic Reward,Points
EK,HKG,Economy,EUR,AMS,45000,QFF,230.84,Classic Reward,Points
EK,DXB,Economy,AUD,MEL,50300,QFF,324.84,Classic Reward,Points
EK,HKG,Economy,GBP,LGW,50300,QFF,255.57,Classic Reward,Points
EK,HND,Economy,EUR,FRA,50300,QFF,274.01,Classic Reward,Points
EK,LGW,Economy,JPY,HND,50300,QFF,31740.0,Classic Reward,Points
EK,TPE,Economy,GBP,LHR,50300,QFF,282.89,Classic Reward,Points
EK,LHR,Economy,TWD,TPE,50300,QFF,6156.0,Classic Reward,Points
EK,FRA,Economy,JPY,NRT,50300,QFF,31960.0,Classic Reward,Points
EK,DXB,Economy,AUD,SYD,50300,QFF,335.0,Classic Reward,Points
EK,STN,Economy,TWD,TPE,50300,QFF,6156.0,Classic Reward,Points
EK,NRT,Economy,EUR,FRA,50300,QFF,274.01,Classic Reward,Points
EK,CDG,Economy,JPY,NRT,50300,QFF,31960.0,Classic Reward,Points
EK,PER,Economy,EUR,FCO,50300,QFF,272.41,Classic Reward,Points
EK,LGW,Economy,SGD,SIN,50300,QFF,304.4,Classic Reward,Points
EK,FRA,Economy,TWD,TPE,50300,QFF,6156.0,Classic Reward,Points
EK,TPE,Economy,GBP,STN,50300,QFF,251.46,Classic Reward,Points
EK,HND,Economy,GBP,STN,50300,QFF,250.46,Classic Reward,Points
EK,LGW,Economy,HKD,HKG,50300,QFF,1758.0,Classic Reward,Points
EK,SIN,Economy,GBP,STN,50300,QFF,250.46,Classic Reward,Points
EK,FCO,Economy,AUD,PER,50300,QFF,443.41,Classic Reward,Points
EK,STN,Economy,HKD,HKG,50300,QFF,1758.0,Classic Reward,Points
EK,LHR,Economy,SGD,SIN,50300,QFF,304.4,Classic Reward,Points
EK,SIN,Economy,GBP,LGW,50300,QFF,255.57,Classic Reward,Points
EK,HKG,Economy,GBP,LHR,50300,QFF,282.89,Classic Reward,Points
EK,DXB,Economy,AUD,BNE,50300,QFF,338.16,Classic Reward,Points
EK,HND,Economy,GBP,LHR,50300,QFF,283.89,Classic Reward,Points
EK,HND,Economy,EUR,CDG,50300,QFF,228.45,Classic Reward,Points
EK,NRT,Economy,EUR,CDG,50300,QFF,228.45,Classic Reward,Points
EK,CDG,Economy,JPY,HND,50300,QFF,32000.0,Classic Reward,Points
EK,HKG,Economy,EUR,MAD,50300,QFF,190.27,Classic Reward,Points
EK,HKG,Economy,GBP,STN,50300,QFF,251.46,Classic Reward,Points
EK,STN,Economy,JPY,HND,50300,QFF,32000.0,Classic Reward,Points
EK,TPE,Economy,GBP,LGW,50300,QFF,255.57,Classic Reward,Points
EK,LHR,Economy,JPY,NRT,50300,QFF,31960.0,Classic Reward,Points
EK,MAD,Economy,HKD,HKG,50300,QFF,1758.0,Classic Reward,Points
EK,TPE,Economy,EUR,AMS,50300,QFF,230.96,Classic Reward,Points
EK,LHR,Economy,CNY,PVG,50300,QFF,1455.0,Classic Reward,Points
EK,AMS,Economy,TWD,TPE,50300,QFF,6156.0,Classic Reward,Points
EK,HKG,Economy,GBP,MAN,50300,QFF,254.78,Classic Reward,Points
EK,PVG,Economy,GBP,LGW,50300,QFF,250.57,Classic Reward,Points
EK,STN,Economy,SGD,SIN,50300,QFF,304.3,Classic Reward,Points
EK,FRA,Economy,JPY,HND,50300,QFF,32000.0,Classic Reward,Points
EK,SIN,Economy,GBP,LHR,50300,QFF,282.89,Classic Reward,Points
EK,STN,Economy,CNY,PVG,50300,QFF,1455.0,Classic Reward,Points
EK,HND,Economy,GBP,LGW,50300,QFF,254.57,Classic Reward,Points
EK,LGW,Economy,CNY,PVG,50300,QFF,1455.0,Classic Reward,Points
EK,CGK,Economy,KRW,ICN,50300,QFF,166600.0,Classic Reward,Points
EK,LGW,Economy,JPY,NRT,50300,QFF,31700.0,Classic Reward,Points
EK,LGW,Economy,TWD,TPE,50300,QFF,6156.0,Classic Reward,Points
EK,PVG,Economy,GBP,STN,50300,QFF,246.46,Classic Reward,Points
EK,PVG,Economy,GBP,LHR,50300,QFF,279.59,Classic Reward,Points
EK,CMB,Economy,AUD,MEL,61500,QFF,415.44,Classic Reward,Points
EK,KUL,Economy,AUD,PER,61500,QFF,328.41,Classic Reward,Points
EK,HND,Economy,EUR,MAD,61500,QFF,190.27,Classic Reward,Points
EK,LHR,Economy,AUD,PER,61500,QFF,443.41,Classic Reward,Points
EK,BLR,Economy,AUD,SYD,61500,QFF,425.6,Classic Reward,Points
EK,NRT,Economy,EUR,MAD,61500,QFF,190.27,Classic Reward,Points
EK,CMB,Economy,AUD,SYD,61500,QFF,425.6,Classic Reward,Points
EK,CGK,Economy,JPY,NRT,61500,QFF,20720.0,Classic Reward,Points
EK,MAD,Economy,JPY,NRT,61500,QFF,31960.0,Classic Reward,Points
EK,CGK,Economy,JPY,HND,61500,QFF,20760.0,Classic Reward,Points
EK,HND,Economy,IDR,CGK,61500,QFF,1899400.0,Classic Reward,Points
EK,PER,Economy,GBP,LHR,61500,QFF,341.79,Classic Reward,Points
EK,LGW,Economy,AUD,PER,61500,QFF,443.41,Classic Reward,Points
EK,NRT,Economy,IDR,CGK,61500,QFF,1899400.0,Classic Reward,Points
EK,MAD,Economy,JPY,HND,61500,QFF,31780.0,Classic Reward,Points
EK,STN,Economy,AUD,PER,61500,QFF,443.41,Classic Reward,Points
EK,PER,Economy,GBP,STN,61500,QFF,309.36,Classic Reward,Points
EK,PER,Economy,GBP,LGW,61500,QFF,313.47,Classic Reward,Points
EK,SYD,Economy,GBP,LGW,66200,QFF,325.27,Classic Reward,Points
EK,CGK,Economy,AUD,SYD,66200,QFF,349.3,Classic Reward,Points
EK,MEL,Economy,EUR,CDG,66200,QFF,302.14,Classic Reward,Points
EK,STN,Economy,AUD,MEL,66200,QFF,454.14,Classic Reward,Points
EK,DFW,Economy,EUR,FCO,66200,QFF,312.76,Classic Reward,Points
EK,MEL,Economy,GBP,LHR,66200,QFF,342.09,Classic Reward,Points
EK,SYD,Economy,EUR,CDG,66200,QFF,309.58,Classic Reward,Points
EK,SYD,Economy,GBP,STN,66200,QFF,320.16,Classic Reward,Points
EK,KUL,Economy,AUD,SYD,66200,QFF,349.4,Classic Reward,Points
EK,HND,Economy,AUD,SYD,66200,QFF,349.3,Classic Reward,Points
EK,DPS,Economy,AUD,SYD,66200,QFF,349.3,Classic Reward,Points
EK,HND,Economy,AUD,BNE,66200,QFF,352.46,Classic Reward,Points
EK,STN,Economy,AUD,SYD,66200,QFF,464.4,Classic Reward,Points
EK,BKK,Economy,AUD,SYD,66200,QFF,351.5,Classic Reward,Points
EK,BOS,Economy,JPY,HND,66200,QFF,51720.0,Classic Reward,Points
EK,SFO,Economy,EUR,BCN,66200,QFF,295.18,Classic Reward,Points
EK,MEL,Economy,GBP,STN,66200,QFF,309.66,Classic Reward,Points
EK,CDG,Economy,AUD,SYD,66200,QFF,464.3,Classic Reward,Points
EK,SYD,Economy,GBP,LHR,66200,QFF,353.59,Classic Reward,Points
EK,CDG,Economy,AUD,MEL,66200,QFF,451.17,Classic Reward,Points
EK,HKG,Economy,NZD,AKL,66200,QFF,309.51,Classic Reward,Points
EK,LGW,Economy,AUD,SYD,66200,QFF,464.4,Classic Reward,Points
EK,BOS,Economy,JPY,NRT,66200,QFF,51780.0,Classic Reward,Points
EK,EWR,Economy,TWD,TPE,66200,QFF,10376.0,Classic Reward,Points
EK,LGW,Economy,AUD,MEL,66200,QFF,454.14,Classic Reward,Points
EK,TPE,Economy,USD,EWR,66200,QFF,305.7,Classic Reward,Points
EK,JFK,Economy,TWD,TPE,66200,QFF,10376.0,Classic Reward,Points
EK,SYD,Economy,EUR,FCO,66200,QFF,285.06,Classic Reward,Points
EK,LAX,Economy,EUR,BCN,66200,QFF,295.18,Classic Reward,Points
EK,FRA,Economy,AUD,SYD,66200,QFF,464.4,Classic Reward,Points
EK,EWR,Economy,JPY,NRT,66200,QFF,51680.0,Classic Reward,Points
EK,EWR,Economy,JPY,HND,66200,QFF,51720.0,Classic Reward,Points
EK,JFK,Economy,AUD,SYD,66200,QFF,667.5,Classic Reward,Points
EK,LHR,Economy,AUD,SYD,66200,QFF,464.3,Classic Reward,Points
EK,FCO,Economy,AUD,SYD,66200,QFF,464.3,Classic Reward,Points
EK,JFK,Economy,JPY,NRT,66200,QFF,51680.0,Classic Reward,Points
EK,BOM,Business,GBP,LHR,75000,QFF,745.65,Classic Reward,Points
EK,LGW,Business,INR,DEL,75000,QFF,60903.0,Classic Reward,Points
EK,DEL,Business,GBP,LHR,75000,QFF,746.95,Classic Reward,Points
EK,BOM,Business,GBP,LGW,75000,QFF,714.67,Classic Reward,Points
EK,STN,Business,INR,DEL,75000,QFF,60740.0,Classic Reward,Points
EK,SIN,Business,AUD,MEL,75000,QFF,1199.14,Classic Reward,Points
EK,DEL,Business,GBP,LGW,75000,QFF,717.37,Classic Reward,Points
EK,LGW,Business,INR,BOM,75000,QFF,61679.0,Classic Reward,Points
EK,CMB,Business,GBP,STN,90000,QFF,713.56,Classic Reward,Points
EK,HYD,Business,GBP,STN,90000,QFF,710.56,Classic Reward,Points
EK,CMB,Business,MYR,KUL,90000,QFF,3199.0,Classic Reward,Points
EK,BLR,Business,GBP,STN,90000,QFF,710.56,Classic Reward,Points
EK,LGW,Business,INR,BLR,90000,QFF,62239.0,Classic Reward,Points
EK,DXB,Business,AUD,PER,90000,QFF,1190.51,Classic Reward,Points
EK,CMB,Business,EUR,CDG,90000,QFF,700.79,Classic Reward,Points
EK,STN,Business,INR,BLR,90000,QFF,62357.0,Classic Reward,Points
EK,CMB,Business,EUR,FRA,90000,QFF,691.19,Classic Reward,Points
EK,LGW,Business,INR,HYD,90000,QFF,62357.0,Classic Reward,Points
EK,MAA,Business,GBP,LGW,90000,QFF,717.67,Classic Reward,Points
EK,CMB,Business,GBP,LHR,90000,QFF,745.65,Classic Reward,Points
EK,HYD,Business,GBP,LGW,90000,QFF,714.67,Classic Reward,Points
EK,MAA,Business,GBP,STN,90000,QFF,710.56,Classic Reward,Points
EK,LGW,Business,INR,MAA,90000,QFF,61118.0,Classic Reward,Points
EK,STN,Business,INR,MAA,90000,QFF,61118.0,Classic Reward,Points
EK,LHR,Business,INR,MAA,90000,QFF,61669.0,Classic Reward,Points
EK,BLR,Business,GBP,LGW,90000,QFF,717.67,Classic Reward,Points
EK,STN,Business,INR,HYD,90000,QFF,62192.0,Classic Reward,Points
EK,HYD,Business,GBP,LHR,90000,QFF,744.35,Classic Reward,Points
EK,CMB,Business,GBP,LGW,90000,QFF,717.67,Classic Reward,Points
EK,BLR,Business,GBP,LHR,90000,QFF,744.25,Classic Reward,Points
EK,MAA,Business,GBP,LHR,90000,QFF,744.25,Classic Reward,Points
EK,SYD,Economy,USD,DFW,100600,QFF,394.5,Classic Reward,Points
EK,BNE,Economy,USD,LAX,100600,QFF,396.7,Classic Reward,Points
EK,MEL,Economy,USD,DFW,100600,QFF,388.3,Classic Reward,Points
EK,TPE,Business,EUR,VIE,104500,QFF,794.98,Classic Reward,Points
EK,HKG,Business,CHF,ZRH,104500,QFF,734.55,Classic Reward,Points
EK,MXP,Business,HKD,HKG,104500,QFF,6775.0,Classic Reward,Points
EK,AMS,Business,HKD,HKG,104500,QFF,6775.0,Classic Reward,Points
EK,LGW,Business,MYR,KUL,104500,QFF,4040.0,Classic Reward,Points
EK,HKG,Business,EUR,FRA,104500,QFF,859.47,Classic Reward,Points
EK,LHR,Business,MYR,KUL,104500,QFF,4071.0,Classic Reward,Points
EK,HKG,Business,EUR,CDG,104500,QFF,867.7,Classic Reward,Points
EK,CDG,Business,HKD,HKG,104500,QFF,6775.0,Classic Reward,Points
EK,VIE,Business,TWD,TPE,104500,QFF,25939.0,Classic Reward,Points
EK,ZRH,Business,HKD,HKG,104500,QFF,6787.0,Classic Reward,Points
EK,FRA,Business,HKD,HKG,104500,QFF,6787.0,Classic Reward,Points
