airline,arrival,class,currency,departure,points,program,tax,type,unit
3K,KUL,Economy,IDR,CGK,9600,QFF,282900.0,Classic Reward,Points
3K,CGK,Economy,MYR,KUL,9600,QFF,76.0,Classic Reward,Points
AA,JFK,Economy,GBP,LHR,20300,QFF,306.79,Classic Reward,Points
AA,LHR,Economy,USD,JFK,20300,QFF,232.8,Classic Reward,Points
AA,DFW,Economy,CAD,YUL,20300,QFF,113.93,Classic Reward,Points
AA,LAX,Economy,CAD,YVR,20300,QFF,99.94,Classic Reward,Points
AA,MAD,Economy,USD,JFK,20300,QFF,232.8,Classic Reward,Points
AA,DFW,Economy,CAD,YVR,20300,QFF,99.91,Classic Reward,Points
AA,ONT,Economy,CAD,YVR,20300,QFF,99.94,Classic Reward,Points
AA,JFK,Economy,EUR,MAD,20300,QFF,190.66,Classic Reward,Points
AA,BCN,Economy,USD,JFK,25200,QFF,232.8,Classic Reward,Points
AA,LGA,Economy,GBP,LHR,25200,QFF,307.79,Classic Reward,Points
AA,BWI,Economy,GBP,LHR,25200,QFF,307.69,Classic Reward,Points
AA,LHR,Economy,USD,IAD,25200,QFF,232.8,Classic Reward,Points
AA,ORD,Economy,GBP,LHR,25200,QFF,303.29,Classic Reward,Points
AA,LHR,Economy,USD,ORD,25200,QFF,232.8,Classic Reward,Points
AA,LHR,Economy,USD,BWI,25200,QFF,232.8,Classic Reward,Points
AA,DFW,Economy,EUR,DUB,25200,QFF,184.85,Classic Reward,Points
AA,LHR,Economy,USD,EWR,25200,QFF,232.8,Classic Reward,Points
AA,CDG,Economy,USD,JFK,25200,QFF,232.8,Classic Reward,Points
AA,LGA,Economy,EUR,MAD,25200,QFF,195.78,Classic Reward,Points
AA,MAD,Economy,USD,LGA,25200,QFF,232.8,Classic Reward,Points
AA,DUB,Economy,USD,DFW,25200,QFF,232.8,Classic Reward,Points
AA,CDG,Economy,USD,ORD,25200,QFF,232.8,Classic Reward,Points
AA,JFK,Economy,EUR,CDG,25200,QFF,225.8,Classic Reward,Points
AA,EWR,Economy,GBP,LHR,25200,QFF,307.79,Classic Reward,Points
AA,ORD,Economy,EUR,AMS,25200,QFF,236.35,Classic Reward,Points
AA,CDG,Economy,USD,IAD,25200,QFF,232.8,Classic Reward,Points
AA,LGA,Economy,EUR,AMS,25200,QFF,241.96,Classic Reward,Points
AA,CDG,Economy,USD,EWR,25200,QFF,232.8,Classic Reward,Points
AA,AMS,Economy,USD,LGA,25200,QFF,232.8,Classic Reward,Points
AA,FCO,Economy,USD,JFK,25200,QFF,232.8,Classic Reward,Points
AA,JFK,Economy,EUR,FCO,25200,QFF,204.3,Classic Reward,Points
AA,AMS,Economy,USD,ORD,25200,QFF,232.8,Classic Reward,Points
AA,BCN,Economy,USD,LGA,25200,QFF,232.8,Classic Reward,Points
AA,LHR,Economy,USD,DFW,25200,QFF,232.8,Classic Reward,Points
AA,EWR,Economy,EUR,MAD,25200,QFF,195.78,Classic Reward,Points
AA,IAD,Economy,GBP,LHR,25200,QFF,306.69,Classic Reward,Points
AA,DFW,Economy,GBP,LHR,25200,QFF,303.39,Classic Reward,Points
AA,DCA,Economy,EUR,AMS,25200,QFF,236.35,Classic Reward,Points
AA,JFK,Economy,EUR,BCN,25200,QFF,186.85,Classic Reward,Points
AA,DCA,Economy,GBP,LHR,25200,QFF,307.69,Classic Reward,Points
AA,HND,Economy,USD,LAX,31500,QFF,325.8,Classic Reward,Points
AA,LAX,Economy,JPY,HND,31500,QFF,56780.0,Classic Reward,Points
AA,DFW,Economy,EUR,FRA,31500,QFF,279.52,Classic Reward,Points
AA,ORD,Economy,EUR,CDG,31500,QFF,230.93,Classic Reward,Points
AA,LHR,Economy,USD,SFO,31500,QFF,232.8,Classic Reward,Points
AA,SFO,Economy,JPY,HND,31500,QFF,57600.0,Classic Reward,Points
AA,FCO,Economy,USD,LGA,31500,QFF,232.8,Classic Reward,Points
AA,HND,Economy,USD,SFO,31500,QFF,325.8,Classic Reward,Points
AA,EWR,Economy,EUR,CDG,31500,QFF,230.93,Classic Reward,Points
AA,DFW,Economy,EUR,MAD,31500,QFF,195.77,Classic Reward,Points
AA,BWI,Economy,EUR,CDG,31500,QFF,230.93,Classic Reward,Points
AA,SFO,Economy,GBP,LHR,31500,QFF,307.79,Classic Reward,Points
AA,LGA,Economy,EUR,BCN,31500,QFF,191.97,Classic Reward,Points
AA,DFW,Economy,EUR,FCO,31500,QFF,204.3,Classic Reward,Points
AA,LAX,Economy,GBP,LHR,31500,QFF,302.39,Classic Reward,Points
AA,ONT,Economy,GBP,LHR,31500,QFF,306.79,Classic Reward,Points
AA,EWR,Economy,EUR,BCN,31500,QFF,191.97,Classic Reward,Points
AA,CDG,Economy,USD,BWI,31500,QFF,232.8,Classic Reward,Points
AA,DFW,Economy,EUR,CDG,31500,QFF,225.8,Classic Reward,Points
AA,CDG,Economy,USD,LGA,31500,QFF,232.8,Classic Reward,Points
AA,FCO,Economy,USD,EWR,31500,QFF,232.8,Classic Reward,Points
AA,ORD,Economy,EUR,MAD,31500,QFF,195.78,Classic Reward,Points
AA,LHR,Economy,USD,SEA,31500,QFF,232.8,Classic Reward,Points
AA,SFO,Economy,EUR,AMS,37600,QFF,236.34,Classic Reward,Points
AA,MAD,Economy,USD,ONT,37600,QFF,232.8,Classic Reward,Points
AA,AMS,Economy,USD,SFO,37600,QFF,232.8,Classic Reward,Points
AA,ONT,Economy,EUR,BCN,37600,QFF,191.97,Classic Reward,Points
AA,AMS,Economy,USD,IAD,37600,QFF,232.8,Classic Reward,Points
AA,BWI,Economy,EUR,AMS,37600,QFF,241.96,Classic Reward,Points
AA,YVR,Economy,JPY,HND,37600,QFF,54370.0,Classic Reward,Points
AA,LAX,Economy,EUR,CDG,37600,QFF,230.92,Classic Reward,Points
AA,SEA,Economy,GBP,LHR,37600,QFF,306.69,Classic Reward,Points
AA,LAX,Economy,EUR,MAD,37600,QFF,195.77,Classic Reward,Points
AA,CDG,Economy,USD,SEA,37600,QFF,232.8,Classic Reward,Points
AA,LAX,Economy,EUR,AMS,37600,QFF,241.95,Classic Reward,Points
AA,LAX,Economy,EUR,BCN,37600,QFF,191.97,Classic Reward,Points
AA,HND,Economy,USD,DFW,37600,QFF,325.8,Classic Reward,Points
AA,LGA,Economy,EUR,FCO,37600,QFF,209.42,Classic Reward,Points
AA,CDG,Economy,USD,ONT,37600,QFF,232.8,Classic Reward,Points
AA,LGA,Economy,EUR,CDG,37600,QFF,230.92,Classic Reward,Points
AA,AMS,Economy,USD,ONT,37600,QFF,232.8,Classic Reward,Points
AA,DCA,Economy,EUR,CDG,37600,QFF,230.93,Classic Reward,Points
AA,CDG,Economy,USD,DCA,37600,QFF,232.8,Classic Reward,Points
AA,AMS,Economy,USD,BWI,37600,QFF,232.8,Classic Reward,Points
AA,ONT,Economy,EUR,CDG,37600,QFF,230.92,Classic Reward,Points
AA,EWR,Economy,EUR,FCO,37600,QFF,209.42,Classic Reward,Points
AA,LHR,Economy,USD,LAX,37600,QFF,232.8,Classic Reward,Points
AA,SFO,Economy,EUR,MAD,37600,QFF,195.77,Classic Reward,Points
AA,HND,Economy,USD,SAN,37600,QFF,325.8,Classic Reward,Points
AA,MAD,Economy,USD,SFO,37600,QFF,232.8,Classic Reward,Points
AA,BCN,Economy,USD,SFO,37600,QFF,232.8,Classic Reward,Points
AA,SEA,Economy,EUR,CDG,37600,QFF,230.93,Classic Reward,Points
AA,ONT,Economy,EUR,MAD,37600,QFF,195.77,Classic Reward,Points
AA,DFW,Economy,JPY,NRT,37600,QFF,56840.0,Classic Reward,Points
AA,CDG,Economy,USD,LAX,37600,QFF,232.8,Classic Reward,Points
AA,IAD,Economy,EUR,CDG,37600,QFF,230.93,Classic Reward,Points
AA,IAD,Economy,EUR,AMS,37600,QFF,241.96,Classic Reward,Points
AA,DFW,Economy,JPY,HND,37600,QFF,56780.0,Classic Reward,Points
AA,ONT,Economy,EUR,AMS,37600,QFF,241.95,Classic Reward,Points
AA,NRT,Economy,USD,DFW,37600,QFF,325.8,Classic Reward,Points
AA,SYD,Economy,USD,LAX,41900,QFF,173.1,Classic Reward,Points
AA,LAX,Economy,AUD,SYD,41900,QFF,250.48,Classic Reward,Points
AA,NRT,Economy,USD,SEA,41900,QFF,325.8,Classic Reward,Points
AA,BOS,Economy,JPY,HND,41900,QFF,57600.0,Classic Reward,Points
AA,DCA,Economy,JPY,NRT,41900,QFF,57620.0,Classic Reward,Points
AA,DCA,Economy,JPY,HND,41900,QFF,57560.0,Classic Reward,Points
AA,SAN,Economy,JPY,NRT,41900,QFF,57660.0,Classic Reward,Points
AA,EWR,Economy,JPY,NRT,41900,QFF,57660.0,Classic Reward,Points
AA,NRT,Economy,CAD,YVR,41900,QFF,457.46,Classic Reward,Points
AA,NRT,Economy,USD,EWR,41900,QFF,325.8,Classic Reward,Points
AA,LAX,Economy,JPY,NRT,41900,QFF,57670.0,Classic Reward,Points
AA,LGA,Economy,JPY,NRT,41900,QFF,57660.0,Classic Reward,Points
AA,HND,Economy,USD,ONT,41900,QFF,325.8,Classic Reward,Points
AA,NRT,Economy,USD,SFO,41900,QFF,325.8,Classic Reward,Points
AA,SYD,Economy,USD,SFO,41900,QFF,173.1,Classic Reward,Points
AA,SFO,Economy,EUR,CDG,41900,QFF,230.92,Classic Reward,Points
AA,SFO,Economy,JPY,NRT,41900,QFF,57660.0,Classic Reward,Points
AA,SFO,Economy,EUR,BCN,41900,QFF,191.97,Classic Reward,Points
AA,IAD,Economy,JPY,NRT,41900,QFF,57620.0,Classic Reward,Points
AA,HND,Economy,USD,BOS,41900,QFF,325.8,Classic Reward,Points
AA,BWI,Economy,JPY,NRT,41900,QFF,57620.0,Classic Reward,Points
AA,HNL,Economy,JPY,HND,41900,QFF,57600.0,Classic Reward,Points
AA,ONT,Economy,JPY,NRT,41900,QFF,57660.0,Classic Reward,Points
AA,SFO,Economy,AUD,SYD,41900,QFF,258.88,Classic Reward,Points
AA,BWI,Economy,JPY,HND,41900,QFF,57560.0,Classic Reward,Points
AA,BOS,Economy,JPY,NRT,41900,QFF,57660.0,Classic Reward,Points
AA,YVR,Economy,JPY,NRT,41900,QFF,54430.0,Classic Reward,Points
AA,CDG,Economy,USD,SFO,41900,QFF,232.8,Classic Reward,Points
AA,IAD,Economy,JPY,HND,41900,QFF,57560.0,Classic Reward,Points
AA,JFK,Economy,JPY,HND,41900,QFF,57600.0,Classic Reward,Points
AA,NRT,Economy,USD,BOS,41900,QFF,325.8,Classic Reward,Points
AA,SEA,Economy,JPY,NRT,41900,QFF,57660.0,Classic Reward,Points
AA,NRT,Economy,USD,ONT,41900,QFF,325.8,Classic Reward,Points
AA,HND,Economy,USD,HNL,41900,QFF,325.8,Classic Reward,Points
AA,HND,Economy,USD,LGA,41900,QFF,325.8,Classic Reward,Points
AA,ONT,Economy,JPY,HND,41900,QFF,57600.0,Classic Reward,Points
AA,LGA,Economy,JPY,HND,41900,QFF,57600.0,Classic Reward,Points
AA,ORD,Economy,JPY,NRT,41900,QFF,57660.0,Classic Reward,Points
AA,ORD,Economy,JPY,HND,41900,QFF,57600.0,Classic Reward,Points
AA,SEA,Economy,JPY,HND,41900,QFF,57600.0,Classic Reward,Points
AA,SAN,Economy,JPY,HND,41900,QFF,57600.0,Classic Reward,Points
AA,JFK,Economy,JPY,NRT,41900,QFF,57660.0,Classic Reward,Points
AA,KOA,Economy,JPY,HND,41900,QFF,57600.0,Classic Reward,Points
AA,LHR,Premium Economy,USD,JFK,42200,QFF,232.8,Classic Reward,Points
AA,MAD,Premium Economy,USD,JFK,42200,QFF,232.8,Classic Reward,Points
AA,JFK,Premium Economy,GBP,LHR,42200,QFF,406.39,Classic Reward,Points
AA,JFK,Premium Economy,EUR,MAD,42200,QFF,190.66,Classic Reward,Points
AA,YVR,Economy,AUD,SYD,51200,QFF,146.63,Classic Reward,Points
AA,SYD,Economy,CAD,YVR,51200,QFF,132.96,Classic Reward,Points
AA,SYD,Economy,USD,DFW,51200,QFF,173.1,Classic Reward,Points
AA,DFW,Economy,AUD,SYD,51200,QFF,258.88,Classic Reward,Points
AA,DFW,Premium Economy,GBP,LHR,51300,QFF,409.39,Classic Reward,Points
AA,JFK,Premium Economy,EUR,CDG,51300,QFF,225.8,Classic Reward,Points
AA,CDG,Premium Economy,USD,ORD,51300,QFF,232.8,Classic Reward,Points
AA,DFW,Premium Economy,EUR,DUB,51300,QFF,184.85,Classic Reward,Points
AA,FCO,Premium Economy,USD,JFK,51300,QFF,232.8,Classic Reward,Points
AA,LHR,Premium Economy,USD,DFW,51300,QFF,232.8,Classic Reward,Points
AA,JFK,Premium Economy,EUR,BCN,51300,QFF,186.85,Classic Reward,Points
AA,CDG,Premium Economy,USD,JFK,51300,QFF,232.8,Classic Reward,Points
AA,ORD,Premium Economy,EUR,CDG,51300,QFF,225.81,Classic Reward,Points
AA,ORD,Premium Economy,GBP,LHR,51300,QFF,409.29,Classic Reward,Points
AA,JFK,Premium Economy,EUR,FCO,51300,QFF,204.3,Classic Reward,Points
AA,DUB,Premium Economy,USD,DFW,51300,QFF,232.8,Classic Reward,Points
AA,LHR,Premium Economy,USD,ORD,51300,QFF,232.8,Classic Reward,Points
AA,BCN,Premium Economy,USD,JFK,51300,QFF,232.8,Classic Reward,Points
AA,HNL,Economy,AUD,SYD,55200,QFF,258.68,Classic Reward,Points
AA,JFK,Economy,AUD,SYD,55200,QFF,258.88,Classic Reward,Points
AA,DCA,Economy,AUD,SYD,55200,QFF,258.88,Classic Reward,Points
AA,MAD,Business,USD,JFK,57000,QFF,232.8,Classic Reward,Points
AA,JFK,Business,GBP,LHR,57000,QFF,409.39,Classic Reward,Points
AA,JFK,Business,EUR,MAD,57000,QFF,190.66,Classic Reward,Points
AA,LHR,Business,USD,LGA,57000,QFF,232.8,Classic Reward,Points
AA,HND,Premium Economy,USD,LAX,61500,QFF,325.8,Classic Reward,Points
AA,FCO,Premium Economy,USD,DFW,61500,QFF,232.8,Classic Reward,Points
AA,LHR,Premium Economy,USD,LAX,61500,QFF,232.8,Classic Reward,Points
AA,FRA,Premium Economy,USD,DFW,61500,QFF,232.8,Classic Reward,Points
AA,DFW,Premium Economy,EUR,MAD,61500,QFF,190.65,Classic Reward,Points
AA,DFW,Premium Economy,EUR,FRA,61500,QFF,274.4,Classic Reward,Points
AA,LAX,Premium Economy,GBP,LHR,61500,QFF,406.39,Classic Reward,Points
AA,CDG,Premium Economy,USD,DFW,61500,QFF,232.8,Classic Reward,Points
AA,DFW,Premium Economy,EUR,FCO,61500,QFF,204.3,Classic Reward,Points
AA,DFW,Premium Economy,EUR,CDG,61500,QFF,225.8,Classic Reward,Points
AA,LAX,Premium Economy,JPY,HND,61500,QFF,56780.0,Classic Reward,Points
AA,MAD,Premium Economy,USD,DFW,61500,QFF,232.8,Classic Reward,Points
AA,LHR,Business,USD,IAD,68400,QFF,232.8,Classic Reward,Points
AA,ORD,Business,EUR,AMS,68400,QFF,236.35,Classic Reward,Points
AA,LHR,Business,USD,EWR,68400,QFF,232.8,Classic Reward,Points
AA,EWR,Business,EUR,MAD,68400,QFF,195.78,Classic Reward,Points
AA,DFW,Business,EUR,DUB,68400,QFF,184.85,Classic Reward,Points
AA,LGA,Business,EUR,MAD,68400,QFF,195.77,Classic Reward,Points
AA,CDG,Business,USD,LGA,68400,QFF,232.8,Classic Reward,Points
AA,LHR,Business,USD,DFW,68400,QFF,232.8,Classic Reward,Points
AA,JFK,Business,EUR,BCN,68400,QFF,186.85,Classic Reward,Points
AA,CDG,Business,USD,JFK,68400,QFF,232.8,Classic Reward,Points
AA,CDG,Business,USD,EWR,68400,QFF,232.8,Classic Reward,Points
AA,JFK,Business,EUR,CDG,68400,QFF,281.36,Classic Reward,Points
AA,DCA,Business,EUR,AMS,68400,QFF,236.35,Classic Reward,Points
AA,EWR,Business,GBP,LHR,68400,QFF,413.69,Classic Reward,Points
AA,CDG,Business,USD,ORD,68400,QFF,232.8,Classic Reward,Points
AA,DCA,Business,EUR,CDG,68400,QFF,286.49,Classic Reward,Points
AA,DFW,Business,GBP,LHR,68400,QFF,406.39,Classic Reward,Points
AA,LGA,Business,GBP,LHR,68400,QFF,410.79,Classic Reward,Points
AA,DUB,Business,USD,DFW,68400,QFF,232.8,Classic Reward,Points
AA,BWI,Business,GBP,LHR,68400,QFF,410.69,Classic Reward,Points
AA,LHR,Business,USD,DCA,68400,QFF,232.8,Classic Reward,Points
AA,DCA,Business,GBP,LHR,68400,QFF,410.69,Classic Reward,Points
AA,ORD,Business,EUR,CDG,68400,QFF,281.37,Classic Reward,Points
AA,MAD,Business,USD,ORD,68400,QFF,232.8,Classic Reward,Points
AA,ORD,Business,EUR,MAD,68400,QFF,195.78,Classic Reward,Points
AA,LGA,Business,EUR,AMS,68400,QFF,241.96,Classic Reward,Points
AA,MAD,Business,USD,LGA,68400,QFF,232.8,Classic Reward,Points
AA,AMS,Business,USD,DCA,68400,QFF,232.8,Classic Reward,Points
AA,JFK,Business,EUR,FCO,68400,QFF,204.3,Classic Reward,Points
AA,IAD,Business,GBP,LHR,68400,QFF,410.69,Classic Reward,Points
AA,CDG,Business,USD,IAD,68400,QFF,232.8,Classic Reward,Points
AA,NRT,Premium Economy,USD,DFW,71100,QFF,325.8,Classic Reward,Points
AA,HND,Premium Economy,USD,DFW,71100,QFF,325.8,Classic Reward,Points
AA,SYD,Premium Economy,USD,LAX,81300,QFF,173.1,Classic Reward,Points
AA,LAX,Premium Economy,AUD,SYD,81300,QFF,250.48,Classic Reward,Points
AA,BWI,Business,EUR,CDG,82000,QFF,286.49,Classic Reward,Points
AA,CDG,Business,USD,DFW,82000,QFF,232.8,Classic Reward,Points
AA,MAD,Business,USD,DFW,82000,QFF,232.8,Classic Reward,Points
AA,BCN,Business,USD,LGA,82000,QFF,232.8,Classic Reward,Points
AA,CDG,Business,USD,DCA,82000,QFF,232.8,Classic Reward,Points
AA,EWR,Business,EUR,CDG,82000,QFF,286.49,Classic Reward,Points
AA,DFW,Business,EUR,MAD,82000,QFF,195.77,Classic Reward,Points
AA,LGA,Business,EUR,CDG,82000,QFF,286.48,Classic Reward,Points
AA,DFW,Business,EUR,FCO,82000,QFF,209.42,Classic Reward,Points
AA,DFW,Business,EUR,CDG,82000,QFF,286.48,Classic Reward,Points
AA,LAX,Business,GBP,LHR,82000,QFF,406.39,Classic Reward,Points
AA,ORD,Business,GBP,LHR,82000,QFF,413.69,Classic Reward,Points
AA,LGA,Business,EUR,BCN,82000,QFF,191.97,Classic Reward,Points
AA,HND,Business,USD,SFO,82000,QFF,325.8,Classic Reward,Points
AA,DFW,Business,EUR,FRA,82000,QFF,279.52,Classic Reward,Points
AA,HND,Business,USD,LAX,82000,QFF,325.8,Classic Reward,Points
AA,EWR,Business,EUR,FCO,82000,QFF,209.41,Classic Reward,Points
AA,LGA,Business,EUR,FCO,82000,QFF,209.42,Classic Reward,Points
AA,SFO,Business,JPY,HND,82000,QFF,57600.0,Classic Reward,Points
AA,MAD,Business,USD,ONT,94900,QFF,232.8,Classic Reward,Points
AA,FCO,Business,USD,EWR,94900,QFF,232.8,Classic Reward,Points
AA,BCN,Business,USD,SFO,94900,QFF,232.8,Classic Reward,Points
AA,SFO,Business,EUR,MAD,94900,QFF,195.77,Classic Reward,Points
AA,SFO,Business,GBP,LHR,94900,QFF,410.79,Classic Reward,Points
AA,FCO,Business,USD,LGA,94900,QFF,232.8,Classic Reward,Points
AA,CDG,Business,USD,ONT,94900,QFF,232.8,Classic Reward,Points
AA,HND,Business,USD,SEA,94900,QFF,325.8,Classic Reward,Points
AA,IAD,Business,EUR,CDG,94900,QFF,286.41,Classic Reward,Points
AA,ONT,Business,EUR,BCN,94900,QFF,191.97,Classic Reward,Points
AA,AMS,Business,USD,SFO,94900,QFF,232.8,Classic Reward,Points
AA,DFW,Business,JPY,HND,94900,QFF,57600.0,Classic Reward,Points
AA,LAX,Business,EUR,BCN,94900,QFF,191.97,Classic Reward,Points
AA,LAX,Business,EUR,AMS,94900,QFF,241.96,Classic Reward,Points
AA,SFO,Business,EUR,BCN,94900,QFF,191.97,Classic Reward,Points
AA,LHR,Business,USD,ONT,94900,QFF,232.8,Classic Reward,Points
AA,LHR,Business,USD,SFO,94900,QFF,232.8,Classic Reward,Points
AA,SEA,Business,JPY,HND,94900,QFF,57600.0,Classic Reward,Points
AA,SFO,Business,EUR,CDG,94900,QFF,286.48,Classic Reward,Points
AA,CDG,Business,USD,SEA,94900,QFF,232.8,Classic Reward,Points
AA,SEA,Business,GBP,LHR,94900,QFF,413.69,Classic Reward,Points
AA,SFO,Business,EUR,AMS,94900,QFF,236.34,Classic Reward,Points
AA,ONT,Business,EUR,CDG,94900,QFF,286.48,Classic Reward,Points
AA,CDG,Business,USD,SFO,94900,QFF,232.8,Classic Reward,Points
AA,ONT,Business,GBP,LHR,94900,QFF,410.79,Classic Reward,Points
AA,CDG,Business,USD,BWI,94900,QFF,232.8,Classic Reward,Points
AA,ONT,Business,EUR,MAD,94900,QFF,195.77,Classic Reward,Points
AA,LAX,Business,EUR,CDG,94900,QFF,286.48,Classic Reward,Points
AA,MAD,Business,USD,SFO,94900,QFF,232.8,Classic Reward,Points
AA,LAX,Business,EUR,MAD,94900,QFF,195.77,Classic Reward,Points
AA,LAX,Business,AUD,SYD,108400,QFF,250.48,Classic Reward,Points
AA,ORD,Business,JPY,HND,108400,QFF,57600.0,Classic Reward,Points
AA,HNL,Premium Economy,JPY,HND,108400,QFF,57540.0,Classic Reward,Points
AA,ONT,Business,JPY,HND,108400,QFF,57580.0,Classic Reward,Points
AA,BOS,Business,JPY,HND,108400,QFF,57540.0,Classic Reward,Points
AA,HND,Premium Economy,USD,HNL,108400,QFF,325.8,Classic Reward,Points
AA,NRT,Premium Economy,USD,HNL,108400,QFF,325.8,Classic Reward,Points
AA,HND,Business,USD,HNL,108400,QFF,325.8,Classic Reward,Points
AA,SFO,Business,AUD,SYD,108400,QFF,258.88,Classic Reward,Points
AA,SYD,Business,USD,SFO,108400,QFF,173.1,Classic Reward,Points
AA,HNL,Business,JPY,HND,108400,QFF,57600.0,Classic Reward,Points
AA,HND,Business,USD,ORD,108400,QFF,325.8,Classic Reward,Points
AA,DFW,Business,AUD,SYD,126500,QFF,258.88,Classic Reward,Points
AA,SYD,Business,USD,DFW,126500,QFF,173.1,Classic Reward,Points
AA,SYD,Business,USD,HNL,144600,QFF,173.1,Classic Reward,Points
AA,HNL,Business,AUD,SYD,144600,QFF,258.68,Classic Reward,Points
AA,YVR,Business,AUD,SYD,144600,QFF,146.63,Classic Reward,Points
AA,DCA,Business,AUD,SYD,144600,QFF,258.68,Classic Reward,Points
AA,JFK,Business,AUD,SYD,144600,QFF,258.88,Classic Reward,Points
AA,LAX,First,AUD,SYD,162800,QFF,250.48,Classic Reward,Points
AF,CDG,Economy,USD,JFK,30200,QFF,255.8,Classic Reward,Points
AF,EWR,Economy,EUR,CDG,30200,QFF,208.08,Classic Reward,Points
AF,DEL,Economy,GBP,LHR,30200,QFF,272.29,Classic Reward,Points
AF,EWR,Economy,GBP,LHR,30200,QFF,352.19,Classic Reward,Points
AF,JFK,Economy,EUR,FCO,30200,QFF,246.0,Classic Reward,Points
AF,CDG,Economy,USD,EWR,30200,QFF,255.8,Classic Reward,Points
AF,ORD,Economy,EUR,MAD,30200,QFF,233.5,Classic Reward,Points
AF,AMS,Economy,USD,ORD,30200,QFF,318.7,Classic Reward,Points
AF,FCO,Economy,USD,JFK,30200,QFF,318.8,Classic Reward,Points
AF,ORD,Economy,EUR,CDG,30200,QFF,208.09,Classic Reward,Points
AF,LHR,Economy,USD,EWR,30200,QFF,319.3,Classic Reward,Points
AF,ORD,Economy,EUR,AMS,30200,QFF,286.88,Classic Reward,Points
AF,LHR,Economy,USD,ORD,30200,QFF,319.3,Classic Reward,Points
AF,MAD,Economy,USD,ORD,30200,QFF,318.7,Classic Reward,Points
AF,IAD,Economy,EUR,CDG,30200,QFF,208.09,Classic Reward,Points
AF,JFK,Economy,EUR,CDG,30200,QFF,208.08,Classic Reward,Points
AF,CDG,Economy,USD,IAD,30200,QFF,255.8,Classic Reward,Points
AF,LHR,Economy,USD,IAD,30200,QFF,319.3,Classic Reward,Points
AF,EWR,Economy,EUR,FCO,30200,QFF,245.99,Classic Reward,Points
AF,IAD,Economy,GBP,LHR,30200,QFF,352.19,Classic Reward,Points
AF,ORD,Economy,GBP,LHR,30200,QFF,352.19,Classic Reward,Points
AF,IAD,Economy,EUR,AMS,30200,QFF,287.4,Classic Reward,Points
AF,CDG,Economy,USD,ORD,30200,QFF,255.8,Classic Reward,Points
AF,CDG,Economy,USD,SEA,37800,QFF,255.8,Classic Reward,Points
AF,FRA,Economy,USD,DFW,37800,QFF,318.4,Classic Reward,Points
AF,EWR,Economy,EUR,HEL,37800,QFF,232.84,Classic Reward,Points
AF,BLR,Economy,GBP,LHR,37800,QFF,272.29,Classic Reward,Points
AF,SEA,Economy,EUR,CDG,37800,QFF,208.09,Classic Reward,Points
AF,HEL,Economy,USD,ORD,37800,QFF,318.7,Classic Reward,Points
AF,LHR,Economy,USD,SFO,37800,QFF,319.3,Classic Reward,Points
AF,DFW,Economy,EUR,MAD,37800,QFF,233.5,Classic Reward,Points
AF,LHR,Economy,USD,DFW,37800,QFF,319.3,Classic Reward,Points
AF,DFW,Economy,EUR,FRA,37800,QFF,314.48,Classic Reward,Points
AF,CMN,Economy,USD,JFK,37800,QFF,328.7,Classic Reward,Points
AF,LAX,Economy,EUR,CDG,37800,QFF,210.08,Classic Reward,Points
AF,DFW,Economy,EUR,DUB,37800,QFF,228.76,Classic Reward,Points
AF,SFO,Economy,GBP,LHR,37800,QFF,354.19,Classic Reward,Points
AF,MAD,Economy,USD,DFW,37800,QFF,318.7,Classic Reward,Points
AF,CMN,Economy,USD,IAD,37800,QFF,328.7,Classic Reward,Points
AF,BOM,Economy,EUR,HEL,37800,QFF,211.28,Classic Reward,Points
AF,HEL,Economy,USD,EWR,37800,QFF,318.7,Classic Reward,Points
AF,DFW,Economy,EUR,FCO,37800,QFF,245.99,Classic Reward,Points
AF,MAA,Economy,GBP,LHR,37800,QFF,271.29,Classic Reward,Points
AF,CDG,Economy,USD,LAX,37800,QFF,255.8,Classic Reward,Points
AF,CDG,Economy,USD,SFO,37800,QFF,255.8,Classic Reward,Points
AF,CDG,Economy,USD,DFW,37800,QFF,255.8,Classic Reward,Points
AF,ORD,Economy,EUR,HEL,37800,QFF,232.83,Classic Reward,Points
AF,DFW,Economy,EUR,CDG,37800,QFF,208.08,Classic Reward,Points
AF,CMN,Economy,USD,EWR,37800,QFF,328.7,Classic Reward,Points
AF,ZRH,Economy,HKD,HKG,45000,QFF,995.0,Classic Reward,Points
AF,MAD,Economy,USD,SFO,45000,QFF,318.7,Classic Reward,Points
AF,BCN,Economy,USD,LAX,45000,QFF,318.7,Classic Reward,Points
AF,SEA,Economy,EUR,HEL,45000,QFF,232.84,Classic Reward,Points
AF,LHR,Economy,USD,LAX,45000,QFF,319.3,Classic Reward,Points
AF,HKG,Economy,EUR,AMS,45000,QFF,267.84,Classic Reward,Points
AF,HEL,Economy,USD,LAX,45000,QFF,318.7,Classic Reward,Points
AF,MAD,Economy,HKD,HKG,45000,QFF,995.0,Classic Reward,Points
AF,LAX,Economy,EUR,BCN,45000,QFF,234.55,Classic Reward,Points
AF,PVG,Economy,EUR,HEL,45000,QFF,260.6,Classic Reward,Points
AF,HKG,Economy,GBP,LHR,45000,QFF,278.29,Classic Reward,Points
AF,SFO,Economy,EUR,AMS,45000,QFF,289.39,Classic Reward,Points
AF,LAX,Economy,EUR,HEL,45000,QFF,234.84,Classic Reward,Points
